atlas_year,quad_prefix,quad_suffix,sr,percent_conf,night_survey,complete,effort_hr,travel_hr,effort_mi
1997,4609232,NE,63,49,Y,Y,31.5,0,0
1997,4609231,CE,56,48,Y,Y,30,0,0
1997,4609128,CE,75,54,Y,Y,33.5,4,250
1997,4509263,CE,72,61,N,Y,16,6,220
1997,4509255,CE,71,54,N,Y,17.5,4.25,176
1997,4509254,CE,78,53,N,Y,19,3.75,150
1997,4509252,CE,63,55,N,Y,14,4.5,200
1997,4509243,CE,41,65,N,Y,16.5,2.5,77
1997,4509253,CE,73,65,N,Y,22,7,350
1997,4509244,CE,84,70,N,Y,25.5,4.5,150
1997,4509232,CE,70,54,N,Y,17.5,4.5,153
1997,4508934,CE,83,32,N,N,19,1.42,143
1997,4308843,CE,61,27,,N,33,5,0
1997,4309087,CE,29,10,N,N,14,0,15
1997,4409034,SW,50,62,Y,,40,0,0
1997,4508828,SW,36,22,N,N,6,1,25
1997,4409024,SW,66,59,Y,N,76,0,0
1997,4508838,CE,64,34,N,N,16,114,154
1997,4508827,CE,80,28,N,N,16,85,140
1997,4508931,CE,80,13,N,N,15,65,90
1997,4508921,CE,59,38,N,N,15,0.5800000000000001,66
1997,4508837,CE,22,4,N,N,16,2,160
1997,4508941,CE,94,19,N,N,22.5,3,226
1997,4508943,CE,78,26,N,N,26.5,5,273
1997,4508932,CE,78,24,N,N,25,2.09,141
1997,4508911,CE,88,21,N,N,17,1.92,100
1997,4508826,CE,77,15,N,N,16,4,190
1997,4408754,NW,57,26,N,N,4.5,0,0
1997,4509242,CE,75,64,N,Y,21.5,4.5,187
1997,4408851,NE,35,51,N,N,,,
1997,4408947,CE,43,37,N,Y,23,0,203
1997,4509262,CE,70,65,N,Y,16,5.5,239
1997,4509264,CE,65,64,N,Y,17,4.5,215
1997,4509245,CE,67,55,N,Y,16,4.5,169
1997,4508828,CE,13,53,N,N,2,0,0
1997,4509168,SW,8,62,,,,,
1997,4509168,CE,65,29,N,Y,23.25,6.5,154
1997,4509283,CE,19,10,N,N,14,0,0
1997,4509178,CE,24,41,Y,N,8,0,0
1997,4509187,CE,67,19,Y,N,29.25,10,390
1996,4509187,CE,1,100,,,,,
1997,4509177,CE,64,25,N,N,24,28,110
1997,4509285,SW,63,33,Y,N,12.5,6,235
1997,4509285,CE,23,13,Y,N,8,0,0
1997,4408852,SE,8,0,,,7,7,20
1997,4408841,SE,3,0,,,8,8,15
1997,4308832,NE,34,67,N,N,0,0,0
1997,4308851,SW,78,43,N,N,,,
1997,4308824,NE,58,55,,,,,
1997,4308842,CE,48,16,,,6.5,0,0
1997,4308852,SW,35,0,N,N,5,3,160
1997,4608818,CE,18,22,N,,2,1,30
1997,4308833,CE,3,0,Y,N,2.5,0.6000000000000001,30
1997,4408933,CE,74,47,N,N,25.25,0,60.3
1997,4408985,CE,15,20,N,N,4,0.6,16
1997,4409032,CE,12,25,Y,N,,,
1997,4408881,CE,5,100,,,,,
1997,4408957,CE,52,28,N,N,8.5,1.5,100
1997,4408986,CE,39,23,Y,Y,13.5,2.58,72
1997,4409062,CE,67,41,Y,Y,26.5,2.75,70
1997,4409062,CW,38,42,Y,Y,15.5,0,0
1997,4408974,CE,79,48,Y,Y,14.7,6.6000000000000005,238
1997,4408954,CE,73,57,Y,Y,10.7,1.7999999999999998,86
1997,4408975,CE,78,53,Y,Y,20.5,8.8,298
1997,4408973,CE,83,50,Y,Y,18.1,9.8,332
1997,4408935,NW,58,58,N,Y,10.8,8,212
1997,4508866,CE,34,0,N,N,4,0,0
1997,4508876,CE,26,11,N,N,4,0,0
1997,4508854,CW,52,13,N,N,8,0,0
1997,4508854,SE,62,14,N,N,10,0,0
1997,4508855,NW,56,14,N,N,20,0,0
1997,4508853,SW,44,2,N,N,5,0,0
1997,4508877,CE,31,3,N,N,4,0,0
1997,4508877,SE,38,5,N,N,4,0,0
1997,4508843,NW,41,0,N,N,3.5,0,0
1997,4508875,SW,54,11,N,N,15,0,0
1997,4508875,SE,45,11,N,N,4,0,0
1997,4508873,CW,60,1,N,N,9,0,0
1997,4508872,NW,63,6,N,N,10,0,0
1997,4609088,CE,83,9,,,25,6,234
1997,4609161,CE,58,3,Y,,30,4,136
1997,4508936,CE,85,43,Y,Y,33.75,11.25,367
1997,4508937,CE,77,51,N,Y,31.25,4.75,220
1997,4508935,CE,80,46,Y,Y,27.25,13.25,534
1997,4508925,CE,72,48,Y,Y,28,6.25,241
1997,4408884,CE,95,50,N,Y,40.5,14.75,657
1997,4508834,CE,76,50,Y,Y,45.5,14.25,430
1997,4508814,CE,88,46,Y,Y,39.75,9.25,549
1997,4508825,CE,89,47,Y,Y,76.58,42,1378
1997,4508927,CE,83,45,Y,Y,27.5,14.5,509
1997,4508835,CE,92,50,Y,Y,48,10.25,489
1997,4508848,CE,78,47,N,Y,36,15.75,473
1997,4409058,CE,84,42,Y,,53,13.5,630
1997,4509017,CE,79,48,Y,,53,14,746
1997,4509016,CE,96,38,Y,,55,13,723
1997,4509027,CE,92,42,Y,,49,12.5,704
1997,4509024,CE,96,44,Y,,55,13.5,702
1997,4509023,CE,88,38,Y,,55,14.25,667
1997,4509022,CE,83,38,Y,,54,16,839
1997,4509035,CE,67,37,Y,,54,13,750
1997,4509033,CE,81,40,Y,,56,13,705
1997,4509031,CE,69,34,Y,,52,12.5,752
1997,4509032,CE,79,49,Y,,46,12,687
1997,4409151,CE,86,38,Y,,60,13.5,690
1997,,,4,100,,,,,
1997,,,4,100,,,,,
1997,,,9,55,,,,,
1997,,,2,100,,,,,
1997,4208883,CW,6,0,,,,,
1997,,,9,100,,,,,
1997,,,9,66,,,,,
1997,4508884,CE,39,17,N,N,5,5,0
1997,4508884,CW,38,13,N,N,5.5,0,0
1997,4508884,NE,47,40,N,N,5,0,0
1997,4508886,CW,30,6,N,N,5,0,0
1997,,,9,100,,,,,
1997,,,5,100,,,,,
1997,,,3,100,,,7.5,,
1997,,,3,66,,,2,,
1997,,,3,0,,,,,
1997,4308841,SE,1,100,,,,,
1997,,,7,42,,,,,
1997,,,2,100,,,,,
1997,4709014,CE,1,0,,,,,
1997,4409174,CE,9,22,,,,,
1997,4409174,CE,1,0,,,,,
1997,,,2,100,,,,,
1997,4609137,NE,1,100,,,3,,
1997,4408986,SW,6,50,,,3,,
1997,4308851,SE,9,55,,,,,
1997,4308851,SE,5,60,,,,,
1997,,,8,100,,,,,
1997,,,9,77,,,,,
1997,,,7,71,,,,,
1997,,,8,100,,,,,
1997,,,9,100,,,,,
1997,,,5,100,,,,,
1997,4308842,CW,1,100,,,2,,
1997,,,3,66,,,1,,
1997,4508721,NE,1,100,,,,,
1997,4508922,SE,1,100,,,,,
1997,,,2,50,,,,,
1997,,,6,100,,,,,
1997,,,8,100,,,,,
1997,,,8,100,,,,,
1997,,,9,66,,,,,
1997,4508832,CE,3,66,,,,,
1997,4509026,CW,1,100,,,0.33,,
1997,,,11,81,,,,,
1997,,,10,70,,,,,
1997,4408953,CW,9,77,,,,,
1997,,,8,87,,,,,
1997,,,9,88,,,,,
1997,,,9,100,,,,,
1997,,,8,87,,,,,
1997,4409033,SE,1,100,,,,,
1997,4408968,NE,1,100,,,,,
1997,,,9,44,,,3.5,,
1997,4508917,SE,3,0,,,0.75,,
1996,,,1,100,,,,,
1997,,,1,100,,,,,
1997,4208854,NE,41,51,,,,,
1997,4208854,NE,2,100,,,,,
1997,4208874,NW,23,39,,,,,
1997,4208855,NE,34,11,,,,,
1997,4208855,SE,13,38,,,,,
1997,4208854,CE,29,10,,,,,
1997,4408817,CE,59,45,N,,14.75,0,291
1997,4308887,CE,21,80,N,N,23,6,240
1997,4408815,NE,11,9,,N,1.5,0,0
1997,4408821,CE,62,27,N,N,8,0,0
1997,4408826,NE,7,28,N,N,5.5,1,70.5
1997,4408826,CE,9,88,N,N,10.5,0.6000000000000001,72
1997,4408835,CE,11,45,N,N,13.5,1.5,90.3
1997,4408833,CE,45,15,N,N,2.5,0,0
1997,4408844,CE,71,14,N,N,2.5,0,0
1997,4408853,CE,55,16,N,N,3.5,0,0
1997,4408825,CE,43,39,Y,N,0,0,0
1997,4408826,SE,4,25,N,N,6,5,240
1997,4408843,CE,65,16,N,N,4,0,0
1997,4508886,SE,10,20,N,N,1,0,0
1997,4508886,SW,33,9,N,N,5,0,0
1997,4508844,CE,75,34,Y,Y,9.75,0,0
1997,4508886,CE,57,35,Y,N,11.5,0,0
1997,4508846,CE,75,16,Y,N,14.5,0,0
1997,4508844,CW,50,20,Y,N,6.5,0,0
1997,4409285,CE,1,0,N,,21,4,160
1997,4508825,CE,21,4,Y,N,12,9,145.20000000000002
1997,4508825,NW,50,16,Y,N,25.5,13,111
1997,4508768,SE,1,100,,N,,,
1997,4508887,CE,18,38,N,N,19,10,235
1997,4408854,CE,77,14,N,N,4,0,0
1997,4408846,CE,65,16,,,4.5,0,0
1997,4408845,CE,77,16,N,N,6,0,0
1997,4508844,NW,12,16,N,N,4.5,0,0
1997,4408863,CE,13,7,N,N,0.75,0,0
1997,4408961,CE,24,4,N,N,1,0,0
1997,4408847,CE,6,100,,,0,0,0
1997,4408865,CE,7,100,,,6,0,360
1997,4408867,CE,28,0,N,N,1,0,0
1997,4408867,NW,57,40,Y,N,,,
1997,4408878,CE,42,38,N,N,17.5,2,91
1997,4408864,NW,99,70,,Y,16.5,0,76
1997,4508887,NW,26,50,N,,0,0,0
1997,4608911,CW,44,47,N,,,,
1997,4508876,CW,23,56,N,,0,0,0
1997,4508887,CE,19,78,N,,,,
1997,4508886,NW,38,42,N,,0,0,0
1997,4608914,NW,27,29,N,,,,
1997,4508981,CW,42,66,N,,,,
1997,4608818,SE,25,72,N,,,,
1997,4608914,NW,36,41,N,,,,
1997,4508981,CE,42,54,N,,,,
1997,,,7,85,,,,,
1997,4609056,CE,10,20,N,N,2,0.75,30
1997,4609054,CW,35,11,N,N,8,1.2,38
1997,4609037,CE,58,0,Y,N,0,0,0
1997,4209081,CE,2,100,N,N,1.5,2,80
1997,4208988,CE,1,0,N,N,1,1.5,60
1997,4309015,SE,9,55,,Y,18,0,0
1997,4208956,CE,53,43,N,Y,15,0,210
1997,4208955,CE,49,61,N,Y,18,0,180
1997,4208965,CE,65,53,Y,Y,23.5,1.5,185
1997,4208964,CW,62,38,Y,Y,16.5,0,140
1997,4208963,CE,56,39,N,Y,12.5,0,210
1997,4208973,CE,49,38,Y,Y,13,0,175
1997,4208962,CE,46,50,N,Y,15.5,0,225
1997,4208957,CE,88,45,Y,Y,42,2,362
1997,4208972,CE,69,46,Y,Y,25.5,2,210
1997,4208954,CE,56,39,Y,Y,22,0,245
1997,4208975,CE,78,56,Y,Y,31.5,0,240
1997,4408766,CE,84,40,,,21,7.5,400
1997,4409183,NW,40,37,Y,N,0,0,0
1997,4608911,CE,25,44,Y,N,13,0,0
1997,4608913,CW,9,33,N,N,,,
1997,4608913,CE,30,60,N,N,12.5,0.15,3
1997,4608917,CE,44,25,N,N,3,1.5,56.3
1997,4608916,CE,34,17,N,N,2.5,1,45
1997,4508972,NE,25,76,,N,7,3.75,36
1997,4508962,CE,37,45,,N,4.5,2,80
1997,4508972,CW,48,35,Y,,10,6,120
1997,4508971,CE,64,57,,,31,6,365
1997,4508982,CE,35,45,,,33.5,7.76,336
1997,4508977,CE,33,12,,,3.5,2.4,152
1997,4608912,CE,80,52,,,33.5,6.5,310
1997,4508984,CE,30,60,Y,,22,0,150
1997,4608914,CE,18,61,,N,8,0,134
1997,4608915,CE,22,59,Y,,18,5.25,264
1997,4508983,CE,37,40,,,0,0,0
1997,4608918,CE,58,25,Y,N,8.5,7,280
1997,4608925,CE,45,57,N,N,8,1.5,46
1997,4208966,CE,75,48,Y,Y,25,0,150
1997,4608924,CE,27,59,,N,,,
1997,4508981,CE,41,29,N,N,12,,
1995,4508976,CE,15,0,,,0.14,,
1997,4308932,CE,2,100,,N,,,
1997,4308933,CE,15,13,N,N,20.5,1,40
1997,4308935,CE,83,55,Y,N,25,2.4,314
1997,4308937,SW,4,100,N,N,,,
1997,4308952,CE,7,57,N,N,9,2,68
1997,4308953,CE,3,100,N,N,9,3,85
1997,4308954,CE,10,50,N,N,13.75,4.75,109
1997,4308933,CW,15,86,N,N,,,
1995,4509077,CE,10,0,N,N,2,0,0
1996,4509077,CE,45,2,N,N,5.5,0,0
1997,4609114,CE,7,85,N,N,2.25,0.25,15
1997,4609112,NW,6,0,N,N,2,0,0
1997,4509064,CE,17,52,Y,N,20,0.7000000000000001,7
1997,4509072,CE,22,4,N,N,12,18,870
1997,4509072,NE,15,13,N,N,12,12,580
1997,4509131,CE,12,83,N,N,9.5,18,45
1997,4408788,CE,66,40,,,18,0,0
1997,4509083,CE,6,33,N,N,15,2.08,110
1997,4509071,CE,5,40,N,N,16,4,225
1997,4609112,CE,15,40,N,N,13,0,0
1997,4509074,CE,12,100,N,N,15,5.2,172
1997,4709014,CE,16,18,N,N,7.75,0,0
1997,4709014,SE,9,0,N,N,3,0,0
1997,4609057,CE,6,50,Y,,5,0.5,18
1997,4609036,CE,26,23,N,,4,1.5,66
1997,4609047,CE,56,25,N,,5,0.5,22
1997,4309073,NW,15,73,,,,,
1997,4609017,CE,12,8,N,N,9.4,1.2,50
1997,4508926,CE,23,39,Y,Y,27,14.25,459
1997,4509166,CE,69,7,,N,11,0,0
1997,4609113,CE,73,47,N,N,63,1.5,43
1997,4509267,NE,116,16,Y,N,36,30,1800
1997,,,1,100,,,,,
1997,4409174,SW,38,28,N,N,13.57,0,0
1997,4409188,CE,8,62,N,N,17.5,18.5,40
1997,4409173,CE,2,50,,N,1.25,0,0
1997,4409078,CE,1,100,N,N,1,1,2
1997,4409078,NW,22,40,N,N,12,0,0
1997,4208978,CW,25,8,N,N,4.75,2,40
1997,4208958,CE,27,25,Y,N,6,0,67
1997,4409176,CE,6,0,,N,3,0,60
1997,4408883,CE,70,42,,,15.5,0,0
1997,4508811,CE,64,37,,,16.5,0,0
1997,4408882,CE,61,55,,,16.5,0,0
1997,4508728,CE,66,45,,,17.5,0,0
1997,4508813,CE,71,46,,,22,0,0
1997,4508718,CE,56,39,,,20,0,0
1997,4508717,CE,82,45,,,19,0,0
1997,4508821,CE,76,43,,,17,0,0
1997,4508823,SE,57,40,,,19,0,0
1997,4508823,CE,66,42,,,18,0,0
1997,4508812,CE,59,44,,,13.5,0,0
1997,4308876,NW,45,55,Y,Y,488,0,0
1997,4608924,CE,39,69,Y,,432,0,0
1997,4308813,NE,71,39,N,N,440,0,0
1997,4209065,CE,26,50,Y,N,25,0,138
1997,4308961,CE,44,61,,,8.75,8.75,219
1997,4408923,CE,41,65,,,12,14.5,272
1997,4408828,CE,56,58,,,11.75,15.75,330
1997,4408915,CE,43,58,,,11,11,164
1997,4408818,CE,53,62,,,16.5,23,412
1997,4409174,CE,82,6,Y,N,16,0,0
1997,4409177,CE,67,23,,N,16,1.75,84
1997,4209051,CE,17,35,N,N,2,0,33
1997,4208978,NE,48,43,N,N,15.5,0.25,403
1997,4609085,CW,11,0,N,N,1,0,0
1997,4609022,CE,10,30,N,N,37.5,6.5,156
1997,4609043,CE,4,0,N,Y,3,3,120
1997,4609045,CE,2,50,,Y,7,0,0
1997,4609031,CE,9,0,,N,4,4,90
1997,4609032,CE,14,50,N,,5.5,2,83
1997,4609058,CE,3,100,,,,,
1997,4609115,CE,30,43,N,N,4,4,110
1997,4509063,CE,8,50,N,N,8,7,245
1997,4509088,CE,23,60,N,Y,12,5,236
1997,4609085,SE,18,0,N,N,1,0,0
1997,4609085,CE,5,20,N,N,6,0,0
1997,4609021,CE,17,17,N,,5,2,113
1997,4709014,SW,34,14,N,N,5,0,0
1997,4408841,CE,32,46,N,,6,1,10
1997,4609143,CE,39,71,N,Y,17.5,0,74
1997,4609135,CE,10,50,Y,N,28,0,0
1997,4609162,CE,13,46,,N,7.5,4.5,192
1997,4408871,CE,2,50,N,N,1.5,0,45
1997,4508824,CE,2,0,Y,N,2,5,140
1997,4508822,SW,17,41,,N,3,0,0
1997,4308928,CE,15,93,Y,Y,7.5,4,209
1997,4308918,CE,10,90,Y,Y,5,2,130
1997,4609088,NE,31,0,N,N,3,0,0
1997,4209062,NE,5,100,Y,Y,2,0,8
1997,4209053,CE,20,55,,,8,0,0
1997,4309024,CE,36,61,N,N,23,17.5,910
1997,4209061,SE,35,40,Y,Y,8,0,28
1997,4209062,CE,35,37,Y,Y,11,0,30
1997,4509086,CE,84,58,N,N,22.5,12.5,592
1997,4208978,CE,41,53,Y,Y,61,24,1131
1997,4609172,CE,69,24,,N,19,2.25,54
1997,4609172,NE,30,16,,,5,2,60
1997,4409253,CE,55,16,Y,Y,23.5,23.5,1500
1997,4509078,CW,50,74,N,N,25,10,120
1997,4509078,CE,53,62,Y,Y,26,10,160
1997,4509062,CE,57,31,Y,N,61,44.5,2120
1997,4208978,SW,105,42,Y,N,62.5,0,1419
1997,4408786,NE,63,36,,N,14,4.7,80.7
1998,4308828,CW,51,9,Y,N,5.75,3.5,67
1998,4308812,SW,6,100,N,Y,,,
1998,4208882,NE,4,50,N,N,25,13,195
1997,4508716,CE,92,26,N,N,33,4.2,140
1997,4308938,NW,46,60,N,N,,,
1997,4309021,NE,32,53,Y,N,14,0,0
1997,4308942,CE,82,26,N,N,16.5,8,455
1997,4308944,CE,23,26,Y,N,12,8,195
1997,4308946,SW,72,15,,,48.5,27.5,1032
1997,4309032,SE,8,50,Y,N,,,
1997,4309021,CE,44,36,N,N,40.5,20,0
1997,4309031,CE,67,14,,,14.5,20,1440
1997,4309032,CE,61,27,,,11,0,0
1997,4308947,CE,9,33,Y,N,0,0,0
1997,4308948,CE,24,33,N,N,8,4,160
1997,4309041,CE,23,4,N,N,4,6,120
1997,4309042,CE,17,5,N,N,4.5,6.5,120
1997,4308956,CE,28,3,N,N,4,3,0
1997,4309051,CE,31,35,N,N,6,3,80
1997,4309052,CE,78,17,N,N,10.8,9.899999999999999,270
1997,4309053,CE,63,14,N,N,14,12,300
1996,4508976,CE,9,11,,,0.14,0,0
1997,4508975,CE,8,0,,,0.2,0,0
1995,4508975,CE,24,0,,,0.2,0,0
1996,4508975,CE,9,0,,,0.2,0,0
1997,4508976,CE,6,0,,,0.14,0,0
1997,4508956,NE,30,13,N,N,12,0,0
1997,4508955,CE,26,15,Y,N,15,0,0
1997,4508955,SE,77,16,Y,N,15,0,0
1997,4508955,SW,41,21,Y,N,25,0,0
1997,4508957,CE,13,30,Y,N,5.5,0.75,6
1997,4508968,CE,27,22,Y,N,7.25,2.75,114
1997,4508958,CE,5,0,Y,N,3,0.75,20
1997,4508967,CE,23,21,Y,N,6.25,1.5,26
1997,4508965,CE,70,18,N,N,60,,
1997,4508965,CE,72,8,,,15,3,166
1997,4408936,CE,18,0,N,Y,0,0,0
1997,4408935,CE,10,20,N,N,4,0,48
1997,4509272,CE,20,25,N,N,5,0,43
1997,4508911,NE,16,37,N,N,29,0,0
1997,4508926,NW,17,52,Y,N,8,0,5.5
1997,4509273,CE,6,0,Y,N,7,0,90
1995,4508822,NE,1,0,,,,,
1997,4509274,CE,72,13,Y,N,18,0,280
1997,4309014,CE,53,20,N,N,16,0,135
1997,4309015,CE,13,38,N,N,3.5,1,40
1997,4309025,CE,19,15,N,N,9,0,120
1997,4209061,CE,30,36,Y,N,7,0,45
1997,4209063,CE,15,6,N,N,2,0,30
1997,4209052,CE,16,31,N,N,2,0,27
1997,4408864,CE,37,59,,Y,16,0.8500000000000001,109.5
1997,4209061,NW,30,36,Y,,10,0,24
1997,4609038,CE,20,60,,,13,4,82
1997,4408718,CE,38,26,N,N,8,2,120
1995,4408737,CE,40,17,N,N,4,0.5,10
1996,4408737,CE,9,22,N,N,3,0,0
1997,4408737,CE,16,12,N,N,6,0,0
1997,4308983,SE,20,80,,Y,5,2.5,79
1997,,,4,100,,,,,
1997,,,2,100,,,,,
1997,4308965,CE,60,76,,,10,2.5,150
1997,4308984,SW,3,100,,,2,,
1997,4308984,NE,6,83,,,5,,
1997,4308972,NE,3,100,,,1,,
1997,4308983,CW,1,100,,,2,,
1997,,,9,77,,,3,,
1997,4308964,CE,80,80,N,Y,33.5,10,409
1997,4308861,CE,32,65,N,,23.5,2.25,134
1997,4308777,CE,20,60,N,N,3.5,1,12
1997,4308778,CE,19,42,N,N,29.25,23.32,758
1997,4308767,NE,63,39,N,N,16,16,33
1997,4308963,CE,64,68,N,N,11.5,1,161
1997,4308975,CE,63,84,,N,9,1.5,115
1997,4308983,CE,9,100,,,5,1,62
1997,4308984,CE,36,69,Y,Y,21.5,4.25,228
1997,4308973,CE,82,73,N,N,18,6,285
1997,4308974,CE,76,72,N,N,18,4,193
1997,4308962,NW,11,72,Y,Y,8,2,130
1997,4308973,NW,61,77,Y,Y,0,0,0
1997,4308971,NE,4,75,N,N,2,0,0
1997,4308982,CE,27,29,,N,4.5,0.6,23
1997,4308961,SE,54,20,,,4,3,138
1997,4308981,SW,34,67,N,N,5,2,75
1997,4308981,CW,7,85,N,N,3,5,42
1997,4208981,CE,13,30,N,N,6,3,191
1997,4208982,CE,33,60,N,N,5.5,0,29
1997,4208983,CE,13,69,N,N,4.5,0,21
1997,4208985,CE,21,28,N,N,8.5,11.25,127.6
1997,4208986,CE,20,50,N,N,6,6,85
1997,4208987,CE,5,40,N,N,2.5,2,75
1997,4308911,CE,29,10,N,N,8,4,150
1997,4609045,NW,1,0,,,,,
1997,4308936,CE,40,52,Y,N,52,16,748
1997,4508972,CW,23,8,N,N,3,6,132
1997,4609034,CE,30,40,,,5.5,4,200
1997,4208882,NW,14,35,N,N,21.5,11.5,172.5
1997,4208882,NE,7,42,N,N,30,11,165
1996,4508978,CE,51,19,,,10.5,0.5,84
1997,4608927,CE,11,9,,,4,0,0
1997,4508986,CE,52,25,,,6,0.8,51
1997,4308818,CW,26,50,,N,0,0,0
1997,4308815,SW,13,46,N,N,,,
1997,4308812,SW,18,27,Y,Y,,,
1997,4308812,CE,36,22,,N,13.5,0,0
1997,4308823,NE,12,58,Y,N,20,,
1996,4308823,NE,47,61,Y,N,14.25,0,0
1995,4308823,NE,88,38,Y,N,7.75,0,0
1997,4308913,CE,58,24,,,19.5,0.5,10
1997,4308914,CE,7,57,N,N,18.5,5.32,90
1997,4308916,CE,11,36,Y,Y,14.5,5,186
1997,4308917,CE,14,35,N,N,5.5,8.25,133
1997,4308921,CE,18,33,,,0,0,0
1997,4308926,CE,19,78,Y,N,19,1.75,131
1997,4308925,CE,69,71,Y,N,40,0,0
1997,4308927,CE,1,100,N,N,2,3,180
1997,4308927,NE,14,64,N,N,9,1.2,20
1997,4308917,CW,80,33,N,N,18.5,0,0
1997,4308923,SW,34,52,N,N,0,0,0
1997,4509142,CE,23,69,N,N,7.5,0,0
1997,4509067,CE,7,14,N,N,5,0,68
1997,4509081,CE,47,0,N,,9,1.5,105
1997,4509185,NE,54,29,Y,N,7.5,0,0
1997,4609111,CE,59,18,Y,N,23,18.5,850
1996,4308814,SE,16,37,,N,19,0,0
1996,4208882,SE,13,0,N,N,1,1,50
1997,4308814,SE,4,75,N,N,,,
1997,4308818,CE,16,75,N,N,2.5,0,0
1997,4308822,CE,10,80,Y,N,30,14.3,268
1997,4308913,SW,17,82,,,26,0,100
1997,4308923,CW,40,82,,,32,,
1997,4208974,NW,31,58,N,N,33,14,578
1997,4208885,SE,85,47,Y,N,39,7,180
1997,4208888,SW,6,100,N,Y,7.5,0,0
1997,4208884,NE,21,38,Y,N,26.5,4.5,152
1997,4208884,CW,24,54,Y,N,28,7.25,191.5
1997,4208887,CE,56,23,N,N,12,12,235
1997,4308818,CW,20,45,N,N,33,3,120
1997,4308812,CW,2,100,N,N,0,0,0
1997,4308825,CE,2,100,N,N,,,
1997,4309044,CE,9,22,,N,14,20,0
1997,4309045,CE,9,55,N,N,6,1.28,13
1997,4309045,NE,6,33,N,N,3,0,0
1997,4309035,CE,51,29,,N,20.25,2.5,132
1997,4308816,CE,68,54,N,N,21,7,379
1997,4409165,CW,47,46,Y,N,,,
1997,4409276,CE,58,13,,N,13,2.5,124
1997,4409275,CE,60,13,,N,13,2.5,178
1997,4208884,NW,12,41,Y,N,,,
1997,4208884,CE,1,100,,,,,
1997,4309065,SW,75,13,N,N,40.5,7.5,282
1997,4309056,NE,73,4,N,N,16.75,0,171
1997,4309065,CE,27,0,N,N,1,0,4
1997,4309065,CW,70,10,N,N,18.5,4.75,173
1997,4309055,NW,47,4,N,N,9,3,79
1997,4309066,CE,29,0,N,N,1,0,4
1997,4408914,NW,48,62,,,12.5,12.5,175
1997,4408914,CE,50,56,,,10.5,10.5,162
1997,4308962,CE,52,65,,,10,10,330
1997,4408775,CE,18,38,,N,17.5,0,0
1997,4508712,CE,18,38,N,N,21,6.5,114
1997,4308868,CE,47,61,,,13.75,21.75,334
1997,4408921,CE,60,61,,,14.25,20.25,316
1997,4408783,CE,23,17,N,N,5.5,0,112
1997,4408782,CE,15,46,N,N,4,0,57
1997,4508713,CE,13,15,N,N,4,0,42
1996,4308828,SW,2,100,,,,,
1996,4308815,NW,2,100,,,,,
1997,4508722,SW,24,50,Y,N,111,0,505
1997,4408775,NE,85,38,Y,N,12,0,0
1996,4309073,NW,4,25,N,Y,0,0,0
1996,4309073,CE,51,35,,,22.75,0,81.8
1996,4309073,NW,53,52,,,0,0,0
1997,4208876,CE,69,49,,,26,0,0
1997,4508985,CE,40,37,N,N,9,0,0
1997,4508953,CE,71,11,Y,Y,15,4.07,164
1997,4508954,CE,76,25,Y,Y,9.5,2.31,105
1997,4308933,CE,19,15,N,N,14.5,1,40
1997,4508986,CE,33,33,N,N,7,0,0
1997,4308738,CE,46,39,,,14,0,0
1997,4308728,CE,8,25,N,,7,0,0
1997,4308728,NE,18,16,N,N,3,0,0
1997,4308748,CE,15,53,,N,18,0,0
1997,4308841,CE,56,62,,N,15.65,0,0
1997,4308821,NE,18,27,N,Y,20,,
1996,4208787,CW,4,50,Y,N,21.5,0,0
1997,4308738,SW,45,31,Y,Y,100,,
1997,4208788,CW,44,27,Y,N,24.25,9,165
1997,4508721,NE,23,4,N,N,4,0,0
1997,4508628,NW,77,33,N,N,,,
1997,4408774,CE,34,47,,N,55,2,129
1997,4508946,SE,1,100,,,0,0,0
1997,4509155,CE,10,20,N,N,,,
1997,4308886,CW,10,40,N,N,7,3,120
1997,4408816,CE,32,75,N,N,3,3,90
1997,4408727,CE,93,41,Y,N,29,0,0
1997,4609222,CE,16,31,N,N,14.5,0,62
1997,4609136,CE,11,27,N,N,9,2,80
1996,4609242,CE,7,0,N,N,3,0.5,6
1997,4609242,CE,7,0,N,N,2,0.5,6
1997,4609242,CW,14,7,N,N,1.5,0,0
1997,4609157,CE,10,60,Y,N,4,0.75,76
1997,4609137,CW,21,90,,,8,5,312
1997,4609158,CE,40,22,Y,N,0,0,0
1997,4609261,CE,17,47,N,,,,
1997,4308882,CW,55,47,N,N,19.1,1.5,5
1997,4308883,CE,18,5,N,N,4.5,0.7,5
1997,4408813,CE,7,42,N,Y,5,0.6,0.4
1997,4308882,NW,22,45,Y,Y,14,0,10
1997,4508711,CW,9,33,N,N,5,0,86
1997,4408718,NW,39,20,N,N,5,0,0
1997,4308788,CE,53,16,,N,18,8,320
1997,4409273,CE,30,46,Y,N,18.5,1.8,65
1997,4508711,CW,12,58,N,N,20.5,0,0
1997,4408811,CE,42,28,,N,14,2,70
1997,4609167,CE,40,10,,,3.5,0.5,10
1997,4508843,CE,48,14,N,N,7,0.5,30
1997,4408827,CE,79,2,N,N,6,8.59,83
1997,4509234,CE,66,53,,Y,14,200,150
1997,4509225,CE,66,54,,Y,12.75,5.5,140
1997,4508861,NW,75,21,Y,N,42,81,2340
1996,4609253,CE,94,12,Y,N,33.8,11,374
